City,State,Country,lat,lng
Antanandehibe,Toamasina,Madagascar,-19.6833,48.3333
B?sht,Kohg?l?yeh va Bowyer A?mad,Iran,30.3611,51.1572
Oloron-Sainte-Marie,Nouvelle-Aquitaine,France,43.1942,-0.6067
Pompton Plains,New Jersey,United States,40.9679,-74.3075
Méry-sur-Oise,Île-de-France,France,49.0636,2.1864
Itatuba,Paraíba,Brazil,-7.375,-35.6278
Demmin,Mecklenburg-Western Pomerania,Germany,53.905,13.0439
Babhantoli,Bih?r,India,26.2168,88.3249
Itacurubí de la Cordillera,Cordillera,Paraguay,-25.45,-56.85
N?gambhotlap?lem,Andhra Pradesh,India,15.6804,79.8151
Nowa D?ba,Podkarpackie,Poland,50.4333,21.7667
Harpur Bhindi,Bih?r,India,25.7746,85.6563
Jaguari,Rio Grande do Sul,Brazil,-29.4969,-54.69
Swan Hill,Victoria,Australia,-35.3333,143.55
Borim,Goa,India,15.3604,74.0004
Honw?d,Karn?taka,India,16.81,75.42
Bleicherode,Thuringia,Germany,51.4167,10.5667
Choachí,Cundinamarca,Colombia,4.5297,-73.9236
Placerville,California,United States,38.7308,-120.7979
Alcoa,Tennessee,United States,35.8076,-83.9753
N?hargarh,Madhya Pradesh,India,24.1692,75.2342
Ye?ilköy,Hatay,Turkey,36.8667,36.2
La Londe-les-Maures,Provence-Alpes-Côte d’Azur,France,43.1381,6.2344
Astorga,Castille-Leon,Spain,42.4589,-6.0633
Kings Mountain,North Carolina,United States,35.2349,-81.3501
Vigonovo,Veneto,Italy,45.3852,12.0074
Takon,Plateau,Benin,6.65,2.6167
Qam?nis,Bangh?z?,Libya,31.6572,20.0144
Tanant,Béni Mellal-Khénifra,Morocco,31.8667,-6.95
?nandpur,Bih?r,India,25.6192,84.8673
Parm?npur,Bih?r,India,26.1457,87.3122
Pasupatikovil,Tamil N?du,India,10.8893,79.1795
Joaquim Távora,Paraná,Brazil,-23.4989,-49.905
Urla?i,Prahova,Romania,44.9911,26.2306
Atchison,Kansas,United States,39.5625,-95.1367
?tsuchi,Iwate,Japan,39.3582,141.8994
Balderton,Nottinghamshire,United Kingdom,53.0549,-0.7727
Gateway,Florida,United States,26.5793,-81.7446
La Farlède,Provence-Alpes-Côte d’Azur,France,43.1678,6.0431
Yuzhno-Sukhokumsk,Dagestan,Russia,44.6667,45.65
Centenário do Sul,Paraná,Brazil,-22.8208,-51.595
Sabaneta de Yásica,Cibao Norte,Dominican Republic,19.6667,-70.3833
Galena Park,Texas,United States,29.7452,-95.2333
Birkenfeld,Baden-Württemberg,Germany,48.8697,8.6361
Râs el Metn,Mont-Liban,Lebanon,33.85,35.6667
Wellington,Colorado,United States,40.7,-105.0054
Al Musayfirah,Dar‘?,Syria,32.6322,36.3386
Kauniainen,Uusimaa,Finland,60.2167,24.7333
K?mthi,Mah?r?shtra,India,14.5,79.4167
Alto Parnaíba,Maranhão,Brazil,-9.1108,-45.93
Guthrie,Oklahoma,United States,35.8424,-97.4366
Belsara,Bih?r,India,26.0152,87.2023
Kelilalina,Fianarantsoa,Madagascar,-21.2833,47.55
Bhargaon,Bih?r,India,26.075,87.1483
Dumra,Bih?r,India,25.5907,87.0614
Lerici,Liguria,Italy,44.0764,9.9111
Felsberg,Hesse,Germany,51.1333,9.4167
K?hban?n,Kerm?n,Iran,31.4103,56.2825
Tisma,Masaya,Nicaragua,12.0831,-86.0167
Curimatá,Piauí,Brazil,-10.0358,-44.3058
Arcola,Liguria,Italy,44.1167,9.9
Kopparam,Andhra Pradesh,India,16.0841,79.9874
Coité do Nóia,Alagoas,Brazil,-9.6319,-36.5789
Iwai,Tottori,Japan,35.5833,134.3333
Pintadas,Bahia,Brazil,-11.8128,-39.9089
Goianápolis,Goiás,Brazil,-16.5108,-49.0239
Lakkireddipalle,Andhra Pradesh,India,14.1667,78.7
Köngen,Baden-Württemberg,Germany,48.6819,9.3667
Lehigh,Pennsylvania,United States,40.7678,-75.5394
Nizza Monferrato,Piedmont,Italy,44.7747,8.355
B?sdeopur,Bih?r,India,25.3909,86.6821
Periyanegamam,Tamil N?du,India,10.7432,77.103
Ngaputaw,Ayeyarwady,Myanmar,16.5378,94.6936
Caernarfon,Gwynedd,United Kingdom,53.14,-4.27
Taouloukoult,Marrakech-Safi,Morocco,31.2167,-9.0833
Andovoranto,Toamasina,Madagascar,-18.9544,49.1094
L’Île-Perrot,Quebec,Canada,45.3833,-73.95
Notre-Dame-de-l'Île-Perrot,Quebec,Canada,45.3667,-73.9333
Ban Lueak,Ratchaburi,Thailand,13.7065,99.8902
Campo Largo,Chaco,Argentina,-26.8,-60.8333
Elatt?r,Tamil N?du,India,11.3866,77.308
Momanpet,Andhra Pradesh,India,17.5175,77.8981
S?lagiri,Tamil N?du,India,12.6645,78.0134
Antsahadinta,Antananarivo,Madagascar,-19.0167,47.4583
Tangerhütte,Saxony-Anhalt,Germany,52.4333,11.8
Hasanpura,Bih?r,India,26.0751,84.3618
Kh?sbalanda,West Bengal,India,22.5881,88.6887
Williams Lake,British Columbia,Canada,52.1294,-122.1383
Nonea,Bih?r,India,26.9746,84.8768
Bischofshofen,Salzburg,Austria,47.4172,13.2194
Estaimpuis,Wallonia,Belgium,50.6756,3.2758
Santa Bárbara,Chihuahua,Mexico,26.8133,-105.8203
Telkapalli,Andhra Pradesh,India,16.45,78.4667
Arbaa Sahel,Souss-Massa,Morocco,29.5993,-9.877
Santa Catarina Ayotzingo,México,Mexico,19.2647,-98.8975
Böhl-Iggelheim,Rhineland-Palatinate,Germany,49.3714,8.3086
Nadezhda,Stavropol’skiy Kray,Russia,45.0448,42.1104
Vanzago,Lombardy,Italy,45.5268,8.9947
Surazh,Bryanskaya Oblast’,Russia,53.0167,32.3833
Svedala,Skåne,Sweden,55.5,13.2333
Seberi,Rio Grande do Sul,Brazil,-27.4778,-53.4028
Aigle,Valais,Switzerland,46.3167,6.9667
Qal‘eh Tall,Kh?zest?n,Iran,31.6325,49.8897
São Luís do Paraitinga,São Paulo,Brazil,-23.2219,-45.31
Alberobello,Puglia,Italy,40.7833,17.2333
Sh?robod,Khatlon,Tajikistan,37.8403,70.0419
Richmond Heights,Ohio,United States,41.5589,-81.5029
Oyim,Andijon,Uzbekistan,40.8242,72.7414
Coriano,Emilia-Romagna,Italy,43.9667,12.6
K?ramangalam,Tamil N?du,India,10.2859,79.0996
Leninskoe,Chüy,Kyrgyzstan,42.9806,74.6722
Eriyodu,Tamil N?du,India,10.5172,78.0627
Opglabbeek,Flanders,Belgium,51.05,5.5833
Brandon,South Dakota,United States,43.5928,-96.5799
Darling,Western Cape,South Africa,-33.3833,18.3833
Chewara,Bih?r,India,25.0756,85.9277
Itabirinha de Mantena,Minas Gerais,Brazil,-18.5658,-41.2328
North Branch,Minnesota,United States,45.5137,-92.9601
Mount Evelyn,Victoria,Australia,-37.783,145.385
Lamhadi,Marrakech-Safi,Morocco,32.3,-9.0167
Kaith?hi,Bih?r,India,26.3488,86.1521
Orthez,Nouvelle-Aquitaine,France,43.4881,-0.7708
Southwater,West Sussex,United Kingdom,51.0238,-0.3526
Elliot Lake,Ontario,Canada,46.3833,-82.65
Lichtenau,North Rhine-Westphalia,Germany,51.6,8.8833
Presidente Vargas,Maranhão,Brazil,-3.4069,-44.0239
Sarmera,Bih?r,India,25.2564,85.7988
Praskoveya,Stavropol’skiy Kray,Russia,44.7444,44.2031
S??nkhera,Madhya Pradesh,India,22.9589,78.5782
Darb-e Behesht,Kerm?n,Iran,29.2417,57.3253
Villahermosa,Tolima,Colombia,5,-75.1667
R?mpur Parhat,Bih?r,India,25.5916,87.1622
Benalla,Victoria,Australia,-36.5519,145.9817
Monmouth,Oregon,United States,44.8505,-123.2284
Tamanar,Marrakech-Safi,Morocco,31,-9.6667
Dharir,West Bengal,India,22.3337,88.7324
Bourg-de-Péage,Auvergne-Rhône-Alpes,France,45.0378,5.05
Tarboro,North Carolina,United States,35.9046,-77.5563
Pleasant View,Utah,United States,41.3249,-112.0011
?áslav,St?edo?eský Kraj,Czechia,49.9117,15.395
Y?davolu,Andhra Pradesh,India,17.0619,81.4729
São Brás de Alportel,Faro,Portugal,37.15,-7.8833
Fô-Bouré,Borgou,Benin,10.1167,2.4
Branquinha,Alagoas,Brazil,-9.2458,-36.015
Loh?rda,Madhya Pradesh,India,22.5918,76.5957
Murtosa,Aveiro,Portugal,40.7333,-8.6333
Senj?n,Markaz?,Iran,34.0497,49.6203
Ankarabato,Mahajanga,Madagascar,-16.35,46.1833
Jackson,Wyoming,United States,43.472,-110.7746
Ichnia,Chernihivska Oblast,Ukraine,50.85,32.4
Dießen am Ammersee,Bavaria,Germany,47.95,11.1
Zavitinsk,Amurskaya Oblast’,Russia,50.1281,129.4433
Latteri,Tamil N?du,India,12.9712,79.0685
Clute,Texas,United States,29.0256,-95.3975
Mangalpur Gudaria,Bih?r,India,26.6513,84.4832
San Ricardo,Southern Leyte,Philippines,9.9167,125.2833
Ubalá,Cundinamarca,Colombia,4.7439,-73.5347
Harsola,Madhya Pradesh,India,22.5694,75.8165
Sivrice,Elaz??,Turkey,38.4467,39.3117
L?lmunia Munh?ra,Bih?r,India,26.5741,86.4012
P?nchi,Bih?r,India,25.1123,85.6321
Abadou,Marrakech-Safi,Morocco,31.5797,-7.3122
Mi?ni,Punjab,India,31.7092,75.5661
Mudgee,New South Wales,Australia,-32.6125,149.5872
Bolivar,Missouri,United States,37.6059,-93.4175
Sukhsena,Bih?r,India,25.6881,87.1194
Poirino,Piedmont,Italy,44.9208,7.8469
Katigang,West Bengal,India,25.4157,87.8245
Parauli,Bih?r,India,26.2227,84.7042
Kingsteignton,Devon,United Kingdom,50.5458,-3.5962
Kie?czów,Dolno?l?skie,Poland,51.1406,17.1783
Sidi Brahim,Sidi Bel Abbès,Algeria,35.2606,-0.5675
Rocafuerte,Manabí,Ecuador,-0.92,-80.46
Sütçüler,Isparta,Turkey,37.4944,30.9817
Bondues,Hauts-de-France,France,50.7017,3.0933
Göynücek,Amasya,Turkey,40.3833,35.5167
Geneseo,New York,United States,42.8038,-77.7783
San Rafael Obrajuelo,La Paz,El Salvador,13.5,-88.9333
Nahulingo,Sonsonate,El Salvador,13.7,-89.7167
Ponn?da,Andhra Pradesh,India,18.2536,83.9012
Bakhari?,Bih?r,India,26.7666,84.6619
Villa Purificación,Jalisco,Mexico,19.7858,-104.7078
Urubici,Santa Catarina,Brazil,-28.015,-49.5919
Lake Morton-Berrydale,Washington,United States,47.3325,-122.1032
Bedum,Groningen,Netherlands,53.3,6.6
Corning,New York,United States,42.147,-77.0561
Harpur,Bih?r,India,25.6537,86.3288
T?jpur,Bih?r,India,25.9022,84.5055
Nakayama,Yamagata,Japan,38.3331,140.2831
Kanteru,Andhra Pradesh,India,16.3906,80.5425
Salemi,Sicilia,Italy,37.8167,12.8
North Logan,Utah,United States,41.7759,-111.8066
Veppatt?r,Tamil N?du,India,11.0154,79.4344
Rombas,Grand Est,France,49.2494,6.0947
Mantasoa,Antananarivo,Madagascar,-19.0167,47.8333
Little Canada,Minnesota,United States,45.0244,-93.0863
Chavusy,Mahilyowskaya Voblasts’,Belarus,53.8075,30.9714
Sebt Ait Ikkou,Rabat-Salé-Kénitra,Morocco,33.669,-6.1376
Máncora,Piura,Peru,-4.1056,-81.0472
Angw?li,Jh?rkhand,India,23.7317,85.9858
Brejolândia,Bahia,Brazil,-12.4828,-43.9658
Tárnok,Pest,Hungary,47.3597,18.8586
Bellefontaine Neighbors,Missouri,United States,38.7529,-90.228
Maynard,Massachusetts,United States,42.4264,-71.4561
Wendeburg,Lower Saxony,Germany,52.3167,10.4
Kollankulam,Tamil N?du,India,8.7964,77.5681
Taufkirchen,Bavaria,Germany,48.3439,12.1303
Sidi Bousber,Tanger-Tétouan-Al Hoceïma,Morocco,34.5667,-5.3667
DeForest,Wisconsin,United States,43.2301,-89.3431
B?gal?r,Tamil N?du,India,12.8333,77.8667
Ahogbeya,Couffo,Benin,7.0333,1.9167
Silea,Veneto,Italy,45.6547,12.2967
Cantley,Quebec,Canada,45.5667,-75.7833
Mehd?pur,Bih?r,India,25.3902,86.7324
Zapotitlán,Jutiapa,Guatemala,14.1674,-89.9096
Torre Santa Susanna,Puglia,Italy,40.4667,17.7333
Gravatal,Santa Catarina,Brazil,-28.3308,-49.035
Jankampet,Andhra Pradesh,India,18.7067,78.0233
Antsaravibe,Antsiranana,Madagascar,-13.05,49.0167
College,Pennsylvania,United States,40.8144,-77.8172
Dinagat,Dinagat Islands,Philippines,9.9561,125.5933
Villa Jaragua,Enriquillo,Dominican Republic,18.48,-71.5
Peralillo,Libertador General Bernardo O’Higgins,Chile,-34.4875,-71.4917
Inkerman,"Sevastopol, Misto",Ukraine,44.6142,33.6083
Newburn,Gateshead,United Kingdom,54.983,-1.743
Hajeb el Aïoun,Kairouan,Tunisia,35.39,9.54
Urcos,Cusco,Peru,-13.6861,-71.6228
Nova Olinda,Tocantins,Brazil,-7.6319,-48.4228
Nakonde,Muchinga,Zambia,-9.3272,32.7583
Jucati,Pernambuco,Brazil,-8.7058,-36.4889
Trovagunta,Andhra Pradesh,India,15.5509,80.0589
Russellville,Alabama,United States,34.5055,-87.7283
N?gasamudram,Andhra Pradesh,India,15.0556,77.5004
Kod?ru,Andhra Pradesh,India,13.8692,77.7298
Tafalla,Navarre,Spain,42.5132,-1.7047
Badru Kh?n,Punjab,India,30.2523,75.7917
Domb?chcheri,Tamil N?du,India,9.9604,77.3909
Hämeenkyrö,Pirkanmaa,Finland,61.6333,23.2
Chalco,Nebraska,United States,41.1817,-96.1353
Milton,Vermont,United States,44.6429,-73.1538
Agdz,Drâa-Tafilalet,Morocco,30.6978,-6.4497
Cowra,New South Wales,Australia,-33.8183,148.6578
Pirpirituba,Paraíba,Brazil,-6.78,-35.4989
Baetov,Naryn,Kyrgyzstan,41.21,74.9
Duga Resa,Karlova?ka Županija,Croatia,45.4472,15.4958
Lohariandava,Toamasina,Madagascar,-18.7833,48.675
Neuenhaus,Lower Saxony,Germany,52.5,6.9667
Had Laaounate,Casablanca-Settat,Morocco,32.6128,-8.2256
Akim Swedru,Eastern,Ghana,5.894,-1.0127
Dehqonobod,Sirdaryo,Uzbekistan,40.5314,69.0342
Jhabrera,Uttar?khand,India,29.8091,77.7734
El Paraíso,Chalatenango,El Salvador,14.0833,-89.0833
Anoviara,Antsiranana,Madagascar,-14.7333,49.8333
B?lia,Madhya Pradesh,India,24.2433,75.8061
Wepangandla,Andhra Pradesh,India,15.9359,77.8417
Duque Bacelar,Maranhão,Brazil,-4.1558,-42.9439
Itaueira,Piauí,Brazil,-7.6028,-43.0258
Lake Barcroft,Virginia,United States,38.8514,-77.1579
Aver-o-Mar,Porto,Portugal,41.4039,-8.769
Fondettes,Centre-Val de Loire,France,47.4042,0.5989
Betsiaka,Antsiranana,Madagascar,-13.15,49.2333
Hilter,Lower Saxony,Germany,52.1357,8.1471
Or?ova,Mehedin?i,Romania,44.7253,22.3961
Peschiera del Garda,Veneto,Italy,45.4386,10.6886
Merchweiler,Saarland,Germany,49.3603,7.06
Szigetvár,Baranya,Hungary,46.0475,17.7994
Jibou,S?laj,Romania,47.2667,23.25
Togamalai,Tamil N?du,India,10.7251,78.4108
Markt Indersdorf,Bavaria,Germany,48.3667,11.3667
Vienna,West Virginia,United States,39.324,-81.5383
Amtar,Tanger-Tétouan-Al Hoceïma,Morocco,35.2385,-4.7943
Almoloya,Hidalgo,Mexico,19.7,-98.4
Gangania,Bih?r,India,25.2395,86.6536
Atessa,Abruzzo,Italy,42.0667,14.45
Kilibo,Collines,Benin,8.5717,2.6017
Burgau,Bavaria,Germany,48.4322,10.4069
Phulhara,Bih?r,India,25.8937,86.13
Ghusiya,Bih?r,India,25.1832,84.2486
Recco,Liguria,Italy,44.3667,9.15
Peñarroya-Pueblonuevo,Andalusia,Spain,38.3,-5.2667
Canelinha,Santa Catarina,Brazil,-27.265,-48.7678
Chuqung,Qinghai,China,33.3743,97.0637
Kolárovo,Nitra,Slovakia,47.9169,17.9956
Ardrossan,North Ayrshire,United Kingdom,55.6432,-4.8097
Raymond,New Hampshire,United States,43.0322,-71.1994
Lonkly,Couffo,Benin,7.1333,1.6833
Hetane,Béni Mellal-Khénifra,Morocco,32.8403,-6.8025
Zawyat Ahançal,Béni Mellal-Khénifra,Morocco,31.8325,-6.1056
Monroe,Wisconsin,United States,42.603,-89.6381
Roccapiemonte,Campania,Italy,40.7617,14.6933
Santa Margarita de Mombúy,Catalonia,Spain,41.5756,1.6092
Rup?na,Punjab,India,30.407,74.5276
Ki?n Giang,Qu?ng Bình,Vietnam,17.225,106.7917
Novotroitske,Khersonska Oblast,Ukraine,46.3544,34.3361
Ruppichteroth,North Rhine-Westphalia,Germany,50.8456,7.4881
Lyons,Illinois,United States,41.8119,-87.8191
Castelli Calepio,Lombardy,Italy,45.6333,9.9
Paimio,Varsinais-Suomi,Finland,60.45,22.7
Nelson,British Columbia,Canada,49.5,-117.2833
Knin,Šibensko-Kninska Županija,Croatia,44.0414,16.1986
Bel Air,Maryland,United States,39.5348,-76.346
Weilheim an der Teck,Baden-Württemberg,Germany,48.615,9.5386
Tubará,Atlántico,Colombia,10.8667,-74.9833
Rincon,Georgia,United States,32.2947,-81.2353
Ribeirão Claro,Paraná,Brazil,-23.1939,-49.7578
Cunha Porã,Santa Catarina,Brazil,-26.8939,-53.1678
Jandi?la,Punjab,India,31.2157,75.6218
Mel Seval,Tamil N?du,India,8.6722,77.6147
Pedd?puram,Andhra Pradesh,India,18.0289,79.7269
Querfurt,Saxony-Anhalt,Germany,51.3833,11.6
Pel?gor,Bih?r,India,25.5992,87.7214
Devanakonda,Andhra Pradesh,India,15.5333,77.55
Faxinal dos Guedes,Santa Catarina,Brazil,-26.8528,-52.26
Ringkøbing,Midtjylland,Denmark,56.0897,8.2383
Bovingdon,Hertfordshire,United Kingdom,51.7231,-0.5367
Scaggsville,Maryland,United States,39.1416,-76.8843
Kuiyibagecun,Xinjiang,China,38.0836,77.1529
Perumuchchi,Tamil N?du,India,13.056,79.6755
Baran,Vitsyebskaya Voblasts’,Belarus,54.4833,30.3333
Castrolibero,Calabria,Italy,39.3167,16.2
Tokigawa,Saitama,Japan,36.0086,139.2968
Fl?mânzi,Boto?ani,Romania,47.55,26.8667
Priol,Goa,India,15.4167,73.9833
Cajobi,São Paulo,Brazil,-20.88,-48.8089
Vysokovsk,Moskovskaya Oblast’,Russia,56.3167,36.55
Corocoro,La Paz,Bolivia,-17.1667,-68.45
Las Matas de Santa Cruz,Cibao Noroeste,Dominican Republic,19.67,-71.5
Lagunia Raghukanth,Bih?r,India,25.8195,85.7725
Mara Rosa,Goiás,Brazil,-14.0169,-49.1778
Sosenskiy,Kaluzhskaya Oblast’,Russia,54.05,35.9667
?nebolu,Kastamonu,Turkey,41.9747,33.7608
Shirako,Chiba,Japan,35.4543,140.3742
Escaudain,Hauts-de-France,France,50.3344,3.3428
Zdzieszowice,Opolskie,Poland,50.4192,18.1236
Morbach,Rhineland-Palatinate,Germany,49.8167,7.1167
Král?v Dv?r,St?edo?eský Kraj,Czechia,49.9499,14.0345
Gudofredo Viana,Maranhão,Brazil,-1.4028,-45.78
Filipstad,Värmland,Sweden,59.7167,14.1667
Rettanai,Tamil N?du,India,12.1953,79.5526
Csömör,Pest,Hungary,47.55,19.2333
Castelletto sopra Ticino,Piedmont,Italy,45.7167,8.6333
Marum,Groningen,Netherlands,53.15,6.2667
Ratnagiri,Andhra Pradesh,India,13.8111,77.1301
M?chalpur,Madhya Pradesh,India,24.1277,76.3167
Altötting,Bavaria,Germany,48.2267,12.6783
Ironton,Ohio,United States,38.5323,-82.6779
Difficult Run,Virginia,United States,38.9016,-77.3471
Trets,Provence-Alpes-Côte d’Azur,France,43.4469,5.6858
Vittuone,Lombardy,Italy,45.4833,8.95
Conselve,Veneto,Italy,45.2333,11.8667
Pakka Kal?n,Punjab,India,30.0323,74.8555
Scotchtown,New York,United States,41.4765,-74.3668
Camden,Arkansas,United States,33.5672,-92.8467
O?elu Ro?u,Cara?-Severin,Romania,45.5186,22.3528
Tadas,Karn?taka,India,15.1333,75.1167
Mouans-Sartoux,Provence-Alpes-Côte d’Azur,France,43.62,6.9719
Adigapp?di,Tamil N?du,India,12.1459,78.0946
Abay,,Kazakhstan,43.2092,76.7603
Kottaipatti,Tamil N?du,India,10.1533,77.7315
Vidalia,Georgia,United States,32.2125,-82.4019
Potavaram,Andhra Pradesh,India,17.0194,81.4128
Murata,Miyagi,Japan,38.1185,140.7224
Hussepur,Bih?r,India,26.1801,84.9408
Fenglin,Hualien,Taiwan,23.75,121.4333
Sint-Lievens-Houtem,Flanders,Belgium,50.9167,3.8667
Grevesmühlen,Mecklenburg-Western Pomerania,Germany,53.8667,11.1667
Spa,Wallonia,Belgium,50.4925,5.8642
Arimalam,Tamil N?du,India,10.255,78.884
Urrugne,Nouvelle-Aquitaine,France,43.3622,-1.7
Khovaling,Khatlon,Tajikistan,38.3386,69.9728
Cortalim,Goa,India,15.3978,73.9106
Pine Hill,New Jersey,United States,39.7879,-74.9857
Aïn Zora,Oriental,Morocco,34.66,-3.53
Harl?khi,Bih?r,India,26.6353,85.9842
Küçükkuyu,Çanakkale,Turkey,39.55,26.6167
Madhura,Bih?r,India,25.5418,87.5267
Chausa,Bih?r,India,25.5149,83.897
Madanpur,Bih?r,India,24.6554,84.5844
Bobenheim-Roxheim,Rhineland-Palatinate,Germany,49.5839,8.3611
Pasil,Kalinga,Philippines,17.3894,121.1597
Vairampatti,Tamil N?du,India,10.5515,78.3022
Laheji,Bih?r,India,26.0957,84.4009
Indalvai,Andhra Pradesh,India,18.5403,78.2248
Lambton Shores,Ontario,Canada,43.1833,-81.9
Santiago Suchilquitongo,Oaxaca,Mexico,17.25,-96.8833
Al Ghizl?n?yah,R?f Dimashq,Syria,33.3986,36.4531
Pola de Lena,Asturias,Spain,43.1583,-5.8292
Sugarmill Woods,Florida,United States,28.7299,-82.501
Isola Vicentina,Veneto,Italy,45.6333,11.45
Ingeniero White,Buenos Aires,Argentina,-38.7667,-62.2667
Malvern,Arkansas,United States,34.3734,-92.8205
Taraw?n,Bih?r,India,24.7295,85.2529
Canteras,Murcia,Spain,37.6122,-1.0438
Begijnendijk,Flanders,Belgium,51.0186,4.785
Souq Sebt Says,Casablanca-Settat,Morocco,32.7773,-8.6433
Toundout,Drâa-Tafilalet,Morocco,31.2667,-6.5833
Mokrisset,Tanger-Tétouan-Al Hoceïma,Morocco,34.91,-5.3536
Höchberg,Bavaria,Germany,49.7831,9.8817
Forest Acres,South Carolina,United States,34.0323,-80.9716
Parczew,Lubelskie,Poland,51.6333,22.8667
Maevka,Chüy,Kyrgyzstan,42.925,74.5694
Mussomeli,Sicilia,Italy,37.5794,13.7525
Leninaul,Dagestan,Russia,43.0878,46.5631
S?lehpur,Bih?r,India,25.6119,87.2973
Riverton,Wyoming,United States,43.0421,-108.4144
Motibennur,Karn?taka,India,14.715,75.48
Vouzela,Viseu,Portugal,40.7167,-8.0833
Krishnamsettipalle,Andhra Pradesh,India,15.3695,78.884
Gölpazar?,Bilecik,Turkey,40.2847,30.3172
Candelaria Loxicha,Oaxaca,Mexico,15.9262,-96.4914
Ozieri,Sardegna,Italy,40.5849,9.0033
Bariariya Tola R?jpur,Bih?r,India,26.4567,84.7043
Ekangar Sarai,Bih?r,India,25.2234,85.2298
Monnickendam,Noord-Holland,Netherlands,52.4667,5.0333
Chandanki?ri,West Bengal,India,23.5781,86.3598
P?rtiban?r,Tamil N?du,India,9.5855,78.4545
Jablanica,"Bosnia and Herzegovina, Federation of",Bosnia and Herzegovina,43.6583,17.7583
Mold,Flintshire,United Kingdom,53.166,-3.133
Nuriston,Qashqadaryo,Uzbekistan,38.4892,65.6464
Holmen,Wisconsin,United States,43.9706,-91.2654
Prineville,Oregon,United States,44.2985,-120.8607
Doraville,Georgia,United States,33.9073,-84.2711
Tourza,Guelmim-Oued Noun,Morocco,29.4778,-10.0158
Kimpese,Kongo Central,Congo (Kinshasa),-5.5631,14.4458
Vadakku Ariyan?yakipuram,Tamil N?du,India,8.7208,77.545
Biskupiec,Warmi?sko-Mazurskie,Poland,53.8667,20.9667
Aerzen,Lower Saxony,Germany,52.0496,9.2638
Peschanokopskoye,Rostovskaya Oblast’,Russia,46.1958,41.0778
Kamikawa,Hy?go,Japan,35.0642,134.7397
Khilok,Zabaykal’skiy Kray,Russia,51.35,110.45
Schalksmühle,North Rhine-Westphalia,Germany,51.2403,7.5333
Gommern,Saxony-Anhalt,Germany,52.0667,11.8333
Tarazona de Aragón,Aragon,Spain,41.9044,-1.7225
Monte San Juan,Cuscatlán,El Salvador,13.7667,-88.95
Ludlow,Shropshire,United Kingdom,52.368,-2.718
Malaya Vishera,Novgorodskaya Oblast’,Russia,58.85,32.2333
Satw?r,Bih?r,India,26.2163,84.512
Meerhout,Flanders,Belgium,51.1333,5.0833
Kambaliyampatti,Tamil N?du,India,10.3671,78.1233
P?ra,West Bengal,India,23.5142,86.498
Sweetwater,Texas,United States,32.4692,-100.4092
Cajapió,Rio Grande do Norte,Brazil,-2.9667,-44.8
Bibbiano,Emilia-Romagna,Italy,44.6667,10.4667
Sadovoye,Chüy,Kyrgyzstan,42.8528,74.1722
Yacuanquer,Nariño,Colombia,1.1167,-77.4
Pinto,Ñuble,Chile,-36.7,-71.9
Hartford,Vermont,United States,43.6644,-72.3865
Konkav?ripalle,Andhra Pradesh,India,13.7125,78.4861
Aït Hani,Drâa-Tafilalet,Morocco,31.7786,-5.4555
Pulpí,Andalusia,Spain,37.4019,-1.7508
Ghosr?w?n,Bih?r,India,25.091,85.578
Al?pura,Madhya Pradesh,India,25.1753,79.3356
Tnine Sidi Lyamani,Tanger-Tétouan-Al Hoceïma,Morocco,35.37,-5.97
Mildenhall,Suffolk,United Kingdom,52.3446,0.5089
Hanson,Massachusetts,United States,42.0558,-70.8723
Selma,Texas,United States,29.5866,-98.3132
Santa Teresinha,Bahia,Brazil,-12.7719,-39.5228
Garden City,South Carolina,United States,33.5926,-79.0071
Ambohitromby,Antananarivo,Madagascar,-18.4333,47.15
Ambolotarakely,Antananarivo,Madagascar,-18.2667,47.4
Rokunohe,Aomori,Japan,40.6095,141.3248
Wustermark,Brandenburg,Germany,52.5497,12.9497
Jurbise,Wallonia,Belgium,50.5333,3.9333
Jiménez,Limón,Costa Rica,10.1797,-83.7382
Plombières,Wallonia,Belgium,50.7333,5.95
Imst,Tirol,Austria,47.2394,10.7381
Pia,Occitanie,France,42.7447,2.9208
Walker Mill,Maryland,United States,38.8758,-76.8854
Rignano Flaminio,Lazio,Italy,42.2,12.4833
Songo,Uíge,Angola,-7.3496,14.85
La Ferté-sous-Jouarre,Île-de-France,France,48.9492,3.1294
Excelsior Springs,Missouri,United States,39.339,-94.24
Lavínia,São Paulo,Brazil,-21.1683,-51.0397
Evander,Mpumalanga,South Africa,-26.4719,29.11
Beverly Hills,Michigan,United States,42.522,-83.2423
Kany?na,Karn?taka,India,12.9,75.03
Arman?z,Idlib,Syria,36.0833,36.5
Villanueva de Arosa,Galicia,Spain,42.5628,-8.8278
Boiling Springs,South Carolina,United States,35.045,-81.9779
Wahlstedt,Schleswig-Holstein,Germany,53.95,10.2167
Patsanda,Bih?r,India,24.858,86.3008
Borgamp?d,Andhra Pradesh,India,17.65,80.8667
Strehaia,Mehedin?i,Romania,44.6222,23.1972
Suganw?n,Bih?r,India,25.1176,85.0022
Atlapadu,Andhra Pradesh,India,16.7833,81.9
Korosav?da,Andhra Pradesh,India,18.7256,84.0573
Lejanías,Meta,Colombia,3.5268,-74.0232
?eli?,"Bosnia and Herzegovina, Federation of",Bosnia and Herzegovina,44.7167,18.8167
